Employee ID,Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,D-Flag
E02476,Josiah Khan,Analyst II,Marketing,Research & Development,Female,Asian,55,7/23/2017,"$48,733 ",0%,United States,Manaus,1
E02477,Madison Gray,Vice President,Sales,Specialty Products,Female,Asian,46,10/26/2004,"$48,563 ",0%,United States,Chicago,1
E02478,Luca Washington,Analyst,IT,Corporate,Female,Asian,50,8/29/2011,"$86,592 ",38%,China,Seattle,1
E02479,Isaac Cruz,Analyst,Finance,Manufacturing,Male,Asian,29,6/27/2022,"$189,823 ",0%,China,Shanghai,1
E02480,Ellie Ortega,Cloud Infrastructure Architect,IT,Research & Development,Female,Caucasian,57,5/9/2018,"$65,075 ",35%,United States,Chongqing,1
E02481,Ian Huang,Vice President,Human Resources,Corporate,Male,Black,39,10/20/2020,"$187,917 ",0%,United States,Columbus,1
E02482,Jayden Ahmed,Enterprise Architect,Sales,Specialty Products,Male,Latino,40,2/7/1998,"$42,242 ",0%,United States,Phoenix,1
E02483,Violet Simmons,Vice President,Sales,Specialty Products,Female,Latino,33,3/28/2006,"$53,931 ",12%,Brazil,Chicago,1
E02484,William Roberts,Analyst,IT,Research & Development,Male,Asian,49,10/23/2017,"$140,668 ",0%,United States,Sao Paulo,1
E02485,Penelope Sandoval,Analyst,Marketing,Corporate,Male,Asian,54,4/12/2017,"$53,948 ",30%,China,Columbus,1
E02486,Emilia Ortiz,Sr. Manager,IT,Research & Development,Female,Caucasian,51,12/18/2019,"$174,257 ",14%,United States,Chengdu,1
E02487,Layla Gutierrez,Analyst,Sales,Research & Development,Male,Caucasian,33,7/16/2017,"$132,209 ",38%,United States,Phoenix,1
E02488,Dylan Vu,Director,Marketing,Corporate,Female,Latino,34,5/5/2022,"$208,883 ",5%,Brazil,Miami,1
E02489,Peyton Wong,Sr. Manager,IT,Research & Development,Female,Latino,28,7/22/2004,"$65,957 ",5%,United States,Rio de Janeiro,1
E02490,Santiago f Banks,Vice President,Human Resources,Specialty Products,Female,Latino,34,8/5/2020,"$106,481 ",37%,Brazil,Miami,1
E02491,Caroline Wong,Computer Systems Manager,Accounting,Specialty Products,Male,Asian,39,8/16/2019,"$218,127 ",11%,China,Rio de Janeiro,1
E02492,Quinn Ho,Manager,IT,Manufacturing,Female,Asian,63,3/8/2017,"$151,481 ",0%,United States,Beijing,1
E02506,Caroline Nunez,Vice President,Sales,Specialty Products,Male,Caucasian,35,7/20/2002,"$40,508 ",30%,United States,Chicago,1
E02507,Carson Brown,Sr. Manager,Accounting,Research & Development,Female,Asian,44,12/20/2002,"$200,481 ",39%,China,Chicago,1
E02508,Olivia Maldonado,Analyst,Finance,Research & Development,Female,Asian,37,11/5/2007,"$224,872 ",14%,United States,Beijing,1
E02509,Emilia Chung,Vice President,Human Resources,Manufacturing,Female,Latino,45,2/18/2002,"$149,474 ",0%,Brazil,Columbus,1
E02510,Leilani Shin,Vice President,Engineering,Research & Development,Male,Black,65,11/8/1994,"$86,820 ",28%,United States,Sao Paulo,1
E02511,Abigail Zhu,Sr. Manager,Finance,Research & Development,Female,Latino,65,12/18/2013,"$184,078 ",0%,United States,Phoenix,1
E02512,Autumn Xiong,Test Engineer,Accounting,Manufacturing,Female,Asian,63,1/17/2022,"$55,174 ",27%,China,Chicago,1
E02513,Hailey Cruz,Director,Finance,Corporate,Female,Asian,55,2/13/2020,"$152,474 ",0%,United States,Shanghai,1
E02514,Piper Cruz,Analyst,IT,Corporate,Female,Asian,58,8/10/2008,"$75,172 ",0%,United States,Austin,1
E02515,Jaxson Jackson,Director,Human Resources,Specialty Products,Female,Asian,31,4/13/2013,"$56,002 ",21%,China,Austin,1
E02516,Luca Jiang,Network Administrator,Sales,Manufacturing,Female,Latino,28,3/1/1997,"$195,636 ",0%,United States,Shanghai,1
E02517,Charlotte Owens,Business Partner,IT,Research & Development,Female,Latino,50,9/8/2013,"$63,165 ",0%,Brazil,Austin,1
E02518,Stella Tan,Director,Sales,Specialty Products,Male,Caucasian,61,5/11/2001,"$57,386 ",31%,United States,Rio de Janeiro,1
E02519,Ellie Yoon,Enterprise Architect,Engineering,Research & Development,Male,Asian,53,8/22/2009,"$196,740 ",22%,China,Seattle,1
E02520,Ella Do,Account Representative,Human Resources,Corporate,Female,Black,47,7/11/2006,"$168,202 ",38%,United States,Beijing,1
E02521,Lucas Cruz,Vice President,Human Resources,Specialty Products,Female,Asian,59,2/28/1998,"$242,004 ",0%,China,Miami,1
E02522,Sarah Mehta,Director,Sales,Specialty Products,Female,Asian,48,7/11/2009,"$57,433 ",0%,China,Chengdu,1
E02523,Anthony Phan,Vice President,Accounting,Manufacturing,Female,Asian,44,8/23/2016,"$74,656 ",0%,China,Chongqing,1
E02524,David Chu,Account Representative,Human Resources,Specialty Products,Male,Latino,52,4/11/2011,"$62,848 ",0%,United States,Shanghai,1
E02525,Sebastian Sanders,Sr. Analyst,IT,Research & Development,Female,Asian,54,12/16/2012,"$92,523 ",11%,China,Seattle,1
E02526,Jayden Phillips,HRIS Analyst,IT,Research & Development,Male,Asian,31,1/23/2009,"$142,844 ",5%,United States,Chengdu,1
E02527,Caleb Chan,Enterprise Architect,Sales,Specialty Products,Male,Asian,39,10/13/2022,"$100,718 ",26%,United States,Miami,1
E02528,Ariana Santiago,Sr. Manager,IT,Corporate,Male,Caucasian,40,6/24/2003,"$154,186 ",0%,United States,Miami,1
E02529,Quinn Owens,Manager,Engineering,Research & Development,Male,Caucasian,39,10/28/2003,"$107,586 ",0%,United States,Austin,1
E02530,Eli James,Director,IT,Research & Development,Male,Asian,25,5/9/2018,"$88,906 ",0%,China,Austin,1
E02531,Ezra Aguilar,Operations Engineer,Engineering,Research & Development,Female,Latino,48,4/15/2021,"$74,329 ",0%,United States,Shanghai,1
E02532,Anna Castro,Network Architect,IT,Manufacturing,Female,Caucasian,54,11/5/2014,"$86,523 ",40%,United States,Phoenix,1
E02533,Liliana Lewis,Field Engineer,IT,Manufacturing,Male,Caucasian,40,5/21/2018,"$239,868 ",0%,United States,Chicago,1
E02534,Maverick Alvarado,Network Engineer,Finance,Manufacturing,Male,Latino,32,2/23/2021,"$65,010 ",0%,United States,Columbus,1
E02535,Nora Butler,Vice President,IT,Specialty Products,Female,Latino,60,6/11/2016,"$82,140 ",0%,United States,Miami,1
E02536,Landon Rodriguez,Analyst II,IT,Corporate,Female,Caucasian,29,5/6/2022,"$75,511 ",36%,United States,Seattle,1
E02537,Grace Harris,Network Administrator,IT,Manufacturing,Male,Latino,25,11/19/2017,"$188,880 ",0%,Brazil,Miami,1
E02538,Jeremiah Medina,Solutions Architect,Sales,Research & Development,Female,Black,34,10/28/2018,"$87,155 ",0%,United States,Manaus,1
E02539,Charles Bryant,Vice President,IT,Manufacturing,Male,Latino,26,9/28/1997,"$75,518 ",13%,United States,Phoenix,1
E02540,Elizabeth Dixon,Sr. Account Representative,IT,Research & Development,Female,Caucasian,39,7/12/2022,"$129,311 ",0%,United States,Chicago,1
E02541,Riley Phillips,Enterprise Architect,Sales,Research & Development,Male,Latino,34,11/15/2020,"$56,919 ",14%,Brazil,Seattle,1
E02542,Gianna Cruz,Sr. Manager,Finance,Manufacturing,Male,Caucasian,54,8/5/2022,"$153,832 ",35%,United States,Manaus,1
E02543,Lincoln Cruz,Analyst,Engineering,Manufacturing,Female,Caucasian,27,7/2/2019,"$211,121 ",10%,United States,Miami,1
E02544,Ezekiel Contreras,Sr. Manager,Sales,Specialty Products,Female,Caucasian,26,7/15/1997,"$106,456 ",0%,United States,Phoenix,1
E02545,Amelia Do,Vice President,IT,Corporate,Female,Latino,26,8/10/2001,"$72,772 ",14%,United States,Phoenix,1
E02546,Anthony Perez,Manager,Accounting,Corporate,Male,Latino,29,12/24/2018,"$143,146 ",0%,Brazil,Columbus,1
E02547,Elias Maldonado,Network Architect,Marketing,Research & Development,Male,Latino,64,9/13/2021,"$74,776 ",0%,United States,Manaus,1
E02548,Liam Luong,Sr. Manager,Sales,Manufacturing,Female,Asian,45,4/1/2005,"$92,305 ",0%,United States,Chicago,1
E02549,Jordan Ford,Analyst II,IT,Specialty Products,Male,Latino,45,11/13/1995,"$94,724 ",0%,United States,Seattle,1
E02550,Mateo Chung,Sr. Account Representative,IT,Manufacturing,Male,Latino,51,9/19/2016,"$88,019 ",10%,United States,Chicago,1
E02551,Jameson Vang,IT Systems Architect,Human Resources,Specialty Products,Male,Asian,56,7/27/2018,"$108,000 ",0%,United States,Chicago,1
E02552,Samuel Thomas,Technical Architect,IT,Corporate,Male,Black,58,5/23/2018,"$81,438 ",10%,United States,Austin,1
E02553,Gabriel Rodriguez,Manager,IT,Corporate,Male,Asian,43,2/15/2016,"$95,669 ",33%,China,Columbus,1
E02554,Wyatt Robinson,Network Architect,Accounting,Corporate,Male,Asian,52,1/30/2016,"$180,385 ",0%,China,Beijing,1
E02555,Anna Huynh,Computer Systems Manager,IT,Specialty Products,Male,Caucasian,41,8/8/2007,"$45,184 ",0%,United States,Shanghai,1
E02556,Lucy Simmons,Vice President,Engineering,Research & Development,Male,Latino,43,4/5/2009,"$70,451 ",0%,Brazil,Columbus,1
E02557,Austin Ng,IT Coordinator,IT,Research & Development,Male,Caucasian,36,3/1/2001,"$63,259 ",0%,United States,Sao Paulo,1
E02558,Madeline Cruz,Development Engineer,Accounting,Specialty Products,Female,Asian,55,3/3/2009,"$73,778 ",13%,United States,Seattle,1
E02559,Layla Munoz,Technical Architect,Sales,Corporate,Female,Caucasian,39,5/19/2008,"$126,697 ",0%,United States,Chicago,1
E02560,Alexander Tang,Analyst II,IT,Research & Development,Male,Asian,56,9/24/2014,"$75,396 ",29%,China,Miami,1
E02561,Carson Chen,Sr. Manager,Human Resources,Specialty Products,Female,Latino,45,1/29/2015,"$182,595 ",0%,Brazil,Beijing,1
E02562,Kai Duong,System Administrator ,Finance,Corporate,Female,Latino,63,12/3/2012,"$45,424 ",0%,Brazil,Rio de Janeiro,1
E02563,Ayla Cooper,Director,Finance,Corporate,Male,Asian,39,11/16/2018,"$70,661 ",0%,United States,Rio de Janeiro,1
E02564,Eliza Espinoza,Analyst,IT,Manufacturing,Male,Asian,32,2/15/2017,"$57,166 ",0%,China,Austin,1
E02565,Axel King,Analyst II,Engineering,Research & Development,Male,Asian,45,12/28/2017,"$101,637 ",7%,China,Chongqing,1
E02566,Alexander Carter,IT Coordinator,Marketing,Corporate,Female,Caucasian,41,2/21/2010,"$103,646 ",0%,United States,Shanghai,1
E02567,Robert Rogers,Operations Engineer,Engineering,Specialty Products,Female,Latino,56,10/4/2008,"$100,757 ",0%,United States,Chicago,1
E02568,Anthony Gupta,Manager,IT,Manufacturing,Male,Caucasian,30,8/26/2011,"$60,963 ",34%,United States,Phoenix,1
E02569,Jackson Gupta,Automation Engineer,Engineering,Specialty Products,Male,Caucasian,46,9/23/2021,"$258,734 ",0%,United States,Chicago,1
E02570,Sophia Rodriguez,Network Administrator,IT,Manufacturing,Male,Caucasian,47,6/27/1993,"$70,612 ",0%,United States,Seattle,1
E02571,Cora Patel,Vice President,IT,Specialty Products,Male,Asian,53,10/31/2007,"$77,065 ",0%,China,Seattle,1
E02572,Piper Hsu,Cloud Infrastructure Architect,Engineering,Research & Development,Male,Asian,38,5/13/2011,"$96,256 ",0%,United States,Chongqing,1
E02573,Hunter Marquez,Service Desk Analyst,Accounting,Specialty Products,Female,Latino,65,8/23/2015,"$65,794 ",0%,United States,Seattle,1
E02574,Addison Li,Development Engineer,Accounting,Manufacturing,Female,Asian,58,8/7/2019,"$48,491 ",0%,United States,Chicago,1
E02575,Carson Hoang,Analyst II,Engineering,Research & Development,Female,Asian,36,3/4/2010,"$83,220 ",0%,United States,Austin,1
E02576,Julian Fernandez,Analyst,Human Resources,Research & Development,Male,Latino,45,10/9/2021,"$61,680 ",0%,United States,Austin,1
E02577,Caleb Rojas,Operations Engineer,Sales,Research & Development,Female,Asian,34,2/7/2022,"$72,482 ",0%,China,Chicago,1
E02578,Elizabeth Griffin,HRIS Analyst,Engineering,Manufacturing,Male,Asian,37,12/4/2021,"$81,713 ",0%,United States,Beijing,1
E02579,Nolan Han,Sr. Analyst,Sales,Research & Development,Male,Latino,43,9/10/1993,"$68,281 ",0%,Brazil,Chicago,1
E02580,Cameron Romero,Development Engineer,IT,Manufacturing,Male,Latino,27,11/19/2017,"$63,979 ",0%,United States,Rio de Janeiro,1
E02581,Angel Patterson,Analyst II,Human Resources,Corporate,Female,Caucasian,38,9/15/1997,"$53,090 ",10%,United States,Miami,1
E02582,Ryan Foster,Cloud Infrastructure Architect,Sales,Corporate,Male,Asian,60,1/7/2018,"$108,325 ",0%,United States,Miami,1
E02583,Leonardo Patterson,Business Partner,Marketing,Specialty Products,Male,Latino,29,2/22/2004,"$98,289 ",0%,Brazil,Miami,1
E02584,William Song,Manager,IT,Corporate,Male,Black,49,2/6/2012,"$41,275 ",0%,United States,Manaus,1
E02585,Axel Aguilar,Sr. Analyst,Finance,Specialty Products,Male,Caucasian,45,10/25/2010,"$93,642 ",18%,United States,Columbus,1
E02586,Liam Valdez,IT Coordinator,Human Resources,Specialty Products,Male,Caucasian,44,4/10/2022,"$162,957 ",0%,United States,Austin,1
E02587,Hudson Washington,Sr. Analyst,Accounting,Research & Development,Male,Asian,46,3/1/1999,"$96,029 ",33%,China,Columbus,1
E02588,Owen Han,Director,Human Resources,Manufacturing,Male,Latino,36,9/17/2008,"$227,148 ",0%,Brazil,Chongqing,1
E02589,Harper Washington,Sr. Analyst,IT,Research & Development,Male,Latino,45,9/1/2022,"$76,819 ",0%,Brazil,Rio de Janeiro,1
E02590,Brooklyn Parker,Vice President,Sales,Specialty Products,Male,Caucasian,55,6/24/1999,"$66,892 ",34%,United States,Sao Paulo,1
E02591,Hudson Oh,Cloud Infrastructure Architect,Marketing,Specialty Products,Male,Asian,43,3/19/2005,"$256,084 ",0%,United States,Phoenix,1
E02592,Maverick Howard,Analyst II,Marketing,Manufacturing,Female,Caucasian,30,9/9/2021,"$85,669 ",0%,United States,Seattle,1
E02593,Alexander Dominguez,Vice President,IT,Specialty Products,Female,Black,48,4/13/2021,"$44,454 ",0%,United States,Columbus,1
E02594,Jack Garcia,Sr. Analyst,IT,Research & Development,Male,Asian,60,11/27/2014,"$54,353 ",0%,China,Phoenix,1
E02595,Aiden Hu,IT Coordinator,Sales,Specialty Products,Male,Caucasian,30,3/21/2022,"$58,867 ",8%,United States,Beijing,1
E02596,Cora Espinoza,IT Coordinator,Human Resources,Specialty Products,Male,Latino,25,5/7/2010,"$123,918 ",0%,Brazil,Chicago,1
E02597,Naomi Moua,Analyst II,IT,Corporate,Male,Latino,58,10/9/2019,"$56,680 ",0%,Brazil,Rio de Janeiro,1
E02598,Liam Baker,Manager,Human Resources,Research & Development,Male,Asian,37,1/13/2010,"$55,206 ",19%,United States,Rio de Janeiro,1
E02599,Christian Liu,IT Coordinator,Sales,Research & Development,Female,Latino,44,1/26/2020,"$150,633 ",0%,United States,Chicago,1
E02600,Aaron Munoz,Business Partner,IT,Specialty Products,Female,Asian,53,3/29/2000,"$97,379 ",22%,United States,Miami,1
E02601,Levi Kang,Director,Accounting,Specialty Products,Male,Caucasian,58,6/13/2021,"$178,447 ",0%,United States,Phoenix,1
E02602,Isaac Foster,Network Administrator,IT,Research & Development,Male,Asian,65,4/28/2019,"$60,827 ",13%,China,Seattle,1
E02603,Samantha Zhu,Director,Engineering,Manufacturing,Male,Latino,57,1/6/2001,"$96,951 ",9%,United States,Chengdu,1
E02604,Vivian Watson,Network Administrator,Accounting,Manufacturing,Male,Asian,31,10/27/2001,"$103,051 ",30%,China,Phoenix,1
E02605,Emery Hernandez,Engineering Manager,IT,Specialty Products,Male,Caucasian,32,7/7/2017,"$256,592 ",0%,United States,Chengdu,1
E02606,Camila Baker,Manager,Engineering,Specialty Products,Female,Asian,48,7/12/2021,"$79,323 ",0%,China,Phoenix,1
E02607,David Bryant,Vice President,Engineering,Specialty Products,Female,Caucasian,55,9/8/2012,"$75,583 ",0%,United States,Beijing,1
E02608,Miles Perez,Development Engineer,Sales,Research & Development,Female,Latino,52,8/7/2022,"$73,646 ",0%,Brazil,Chicago,1
E02609,Elijah Hill,Development Engineer,IT,Specialty Products,Female,Caucasian,27,6/11/2019,"$64,937 ",6%,United States,Manaus,1
E02610,Sofia Shin,Account Representative,Sales,Specialty Products,Male,Caucasian,36,12/16/2018,"$112,146 ",0%,United States,Austin,1
E02611,Ezekiel Lee,Solutions Architect,Marketing,Manufacturing,Male,Latino,36,4/11/2008,"$83,332 ",7%,United States,Miami,1
E02612,Nevaeh Truong,Manager,IT,Research & Development,Male,Caucasian,42,8/22/2019,"$66,248 ",15%,United States,Miami,1
E02613,Leah Ali,Sr. Analyst,Human Resources,Specialty Products,Female,Asian,48,5/23/2012,"$127,238 ",0%,China,Austin,1
E02614,Emma Soto,Computer Systems Manager,IT,Research & Development,Male,Asian,42,8/20/1999,"$87,857 ",0%,China,Chongqing,1
E02615,Lydia Marquez,Sr. Manager,Human Resources,Specialty Products,Female,Asian,37,9/13/2020,"$51,454 ",11%,United States,Shanghai,1
E02616,Cora Munoz,Network Architect,Accounting,Specialty Products,Female,Asian,55,9/28/2018,"$128,066 ",10%,United States,Austin,1
E02617,Hudson Ross,HRIS Analyst,Human Resources,Specialty Products,Female,Latino,62,5/17/2004,"$130,790 ",37%,United States,Seattle,1
E02618,Aiden Cheng,Sr. Manager,Human Resources,Corporate,Female,Latino,29,10/4/2009,"$233,342 ",0%,Brazil,Seattle,1
E02619,Willow Vang,Sr. Manager,Marketing,Manufacturing,Female,Latino,29,9/6/2019,"$54,155 ",36%,United States,Rio de Janeiro,1
E02620,Jonathan Young,Vice President,Marketing,Manufacturing,Male,Caucasian,45,5/18/2018,"$189,403 ",0%,United States,Austin,1
E02621,Isaac Rojas,Analyst,Accounting,Manufacturing,Male,Asian,57,4/28/2015,"$78,732 ",0%,China,Austin,1
E02622,Dylan Guzman,Vice President,Accounting,Manufacturing,Female,Asian,31,7/12/2006,"$55,401 ",0%,China,Shanghai,1
E02623,Sarah Shin,Sr. Analyst,IT,Manufacturing,Male,Caucasian,31,3/16/2017,"$82,343 ",0%,United States,Shanghai,1
E02624,Michael Johnson,Analyst,Engineering,Manufacturing,Male,Latino,47,12/3/2021,"$66,226 ",31%,United States,Columbus,1
E02625,Riley Vega,System Administrator ,IT,Research & Development,Male,Latino,60,4/18/2011,"$193,435 ",10%,Brazil,Austin,1
E02626,Benjamin Ali,Quality Engineer,Finance,Manufacturing,Female,Asian,42,11/11/2022,"$114,241 ",16%,United States,Sao Paulo,1
E02627,Ezekiel Cooper,Vice President,Engineering,Corporate,Male,Caucasian,26,4/12/2016,"$177,264 ",0%,United States,Chicago,1
E02628,Lyla Walker,Manager,Human Resources,Research & Development,Female,Latino,57,3/15/2003,"$58,010 ",25%,Brazil,Miami,1
E02629,Aria Cheng,Director,IT,Corporate,Male,Asian,25,2/18/2002,"$154,284 ",0%,United States,Manaus,1
E02630,Christopher Ramirez,Business Partner,Accounting,Specialty Products,Male,Black,53,8/26/1996,"$54,633 ",0%,United States,Seattle,1
E02631,Emily Roberts,Director,Human Resources,Corporate,Female,Caucasian,43,3/15/2010,"$42,829 ",10%,United States,Chicago,1
E02632,Nathan Parker,Analyst,Engineering,Research & Development,Female,Asian,49,12/29/2018,"$118,973 ",0%,United States,Chicago,1
E02633,Nora Her,Business Partner,IT,Research & Development,Male,Latino,61,4/24/2002,"$61,251 ",10%,United States,Columbus,1
E02634,Mia Brown,Engineering Manager,Engineering,Manufacturing,Female,Caucasian,41,4/24/2014,"$108,636 ",0%,United States,Phoenix,1
E02635,Hunter Hu,Network Architect,Engineering,Specialty Products,Male,Caucasian,56,8/10/2016,"$68,780 ",0%,United States,Miami,1
E02636,Luke Acosta,Engineering Manager,Accounting,Specialty Products,Female,Asian,49,7/13/2003,"$60,261 ",5%,China,Columbus,1
E02637,Sophia Griffin,Field Engineer,Finance,Corporate,Female,Caucasian,32,7/20/2022,"$100,951 ",0%,United States,Beijing,1
E02638,Anthony Chu,Analyst II,IT,Specialty Products,Male,Asian,30,6/29/2018,"$93,872 ",35%,United States,Seattle,1
E02639,Landon Ha,Manager,Marketing,Specialty Products,Male,Latino,64,9/30/2003,"$181,570 ",9%,Brazil,Miami,1
E02640,Layla Kang,Network Architect,Sales,Specialty Products,Female,Caucasian,57,1/30/2006,"$101,517 ",10%,United States,Sao Paulo,1
E02641,Cora Xu,Vice President,Finance,Manufacturing,Male,Asian,50,3/2/2022,"$100,822 ",9%,United States,Miami,1
E02642,Rylee Campos,Manager,Marketing,Manufacturing,Male,Asian,61,11/17/2011,"$128,965 ",0%,China,Seattle,1
E02643,Amelia Foster,Manager,IT,Research & Development,Female,Asian,43,2/9/2005,"$60,513 ",8%,United States,Chongqing,1
E02644,Hadley Rios,Manager,Finance,Manufacturing,Female,Asian,26,2/24/2018,"$107,461 ",0%,United States,Columbus,1
E02645,Luna Chang,Network Administrator,Sales,Research & Development,Female,Latino,54,1/11/2009,"$66,294 ",15%,United States,Austin,1
E02646,Mia Navarro,Manager,Sales,Research & Development,Female,Caucasian,49,10/20/2022,"$157,500 ",0%,United States,Seattle,1
E02647,Nova Rios,Analyst II,IT,Research & Development,Female,Latino,32,6/19/2011,"$43,271 ",0%,United States,Columbus,1
E02648,Theodore Truong,Sr. Manager,IT,Specialty Products,Female,Asian,62,4/15/2019,"$91,518 ",12%,China,Columbus,1
E02649,Asher Ly,IT Coordinator,Human Resources,Research & Development,Female,Latino,64,5/23/2017,"$130,874 ",0%,Brazil,Chengdu,1
E02650,Madeline Doan,Technical Architect,Human Resources,Specialty Products,Female,Latino,52,1/29/1998,"$66,324 ",0%,United States,Sao Paulo,1
E02651,Scarlett Rodriguez,Sr. Manager,Sales,Corporate,Male,Asian,42,1/10/2021,"$63,853 ",8%,China,Austin,1
E02652,Zoey Lu,HRIS Analyst,Human Resources,Corporate,Male,Asian,45,11/3/2022,"$104,692 ",0%,United States,Beijing,1
E02653,Mila Cheung,Analyst II,IT,Corporate,Female,Asian,65,10/31/2007,"$71,864 ",37%,China,Austin,1
E02654,Lucy Mai,Manager,Marketing,Corporate,Female,Latino,46,12/17/2021,"$216,269 ",0%,Brazil,Chengdu,1
E02655,Benjamin Luu,Solutions Architect,IT,Manufacturing,Female,Asian,64,6/27/2022,"$73,135 ",18%,United States,Manaus,1
E02656,Mia Navarro,Vice President,Engineering,Specialty Products,Female,Asian,45,12/15/2011,"$197,579 ",0%,United States,Chicago,1
E02657,Maya Watson,Enterprise Architect,IT,Corporate,Female,Asian,32,5/22/2020,"$59,733 ",40%,United States,Phoenix,1
E02658,Jack Adams,Director,Human Resources,Corporate,Male,Asian,56,1/7/2017,"$187,792 ",6%,United States,Chicago,1
E02659,Gabriella Jordan,Systems Analyst,Human Resources,Corporate,Female,Latino,46,7/18/2018,"$108,612 ",0%,United States,Austin,1
E02660,Jonathan Torres,Vice President,IT,Specialty Products,Female,Caucasian,26,9/21/2019,"$80,350 ",0%,United States,Chicago,1
E02661,Samuel Xu,Manager,Engineering,Corporate,Male,Black,59,4/12/2002,"$61,243 ",0%,United States,Phoenix,1
E02662,Ezekiel Lai,System Administrator ,Finance,Research & Development,Female,Caucasian,50,9/20/2019,"$48,896 ",0%,United States,Miami,1
E02663,Levi Rahman,Test Engineer,Engineering,Manufacturing,Male,Latino,32,11/26/2005,"$82,887 ",0%,Brazil,Miami,1
E02664,Madison Phan,Analyst,Marketing,Research & Development,Male,Asian,56,7/19/2007,"$54,742 ",13%,China,Manaus,1
E02665,Andrew Pham,Quality Engineer,Marketing,Manufacturing,Male,Asian,32,5/10/2003,"$134,544 ",6%,China,Chengdu,1
E02666,Clara Ford,Analyst,IT,Corporate,Male,Asian,45,6/29/2013,"$128,115 ",0%,United States,Chengdu,1
E02667,Christopher Chau,Sr. Manager,Accounting,Specialty Products,Female,Asian,43,8/9/2014,"$54,713 ",0%,United States,Austin,1
E02668,Madeline Guerrero,Manager,Sales,Specialty Products,Male,Asian,45,12/28/2021,"$63,987 ",0%,United States,Austin,1
E02669,Harper Yee,Analyst,IT,Research & Development,Female,Caucasian,38,8/16/2020,"$86,288 ",0%,United States,Columbus,1
E02670,Mia Thomas,Analyst II,Engineering,Research & Development,Male,Asian,46,11/1/2021,"$61,693 ",0%,United States,Seattle,1
E02671,Owen Nelson,IT Systems Architect,IT,Corporate,Female,Latino,26,5/17/2013,"$75,624 ",6%,Brazil,Columbus,1
E02672,Aiden Evans,Quality Engineer,Human Resources,Manufacturing,Female,Asian,27,1/6/2003,"$122,979 ",13%,China,Sao Paulo,1
E02673,Josiah Lai,System Administrator ,Engineering,Corporate,Female,Caucasian,48,5/16/2010,"$91,729 ",5%,United States,Chengdu,1
E02674,Jameson Yee,Manager,Finance,Specialty Products,Male,Caucasian,57,3/21/1995,"$117,736 ",12%,United States,Phoenix,1
E02675,Serenity Her,Engineering Manager,Human Resources,Corporate,Male,Caucasian,58,8/3/2020,"$154,658 ",0%,United States,Chicago,1
E02676,Ariana Turner,Manager,IT,Research & Development,Male,Asian,48,8/22/1997,"$84,397 ",15%,China,Columbus,1
E02677,Jacob Cooper,Sr. Manager,Accounting,Research & Development,Male,Asian,54,6/6/2004,"$159,285 ",0%,United States,Chongqing,1
E02678,Christopher Dominguez,Enterprise Architect,Accounting,Specialty Products,Female,Asian,29,5/18/2018,"$59,854 ",0%,United States,Seattle,1
E02679,Nevaeh Lim,Director,IT,Research & Development,Female,Caucasian,50,9/17/2015,"$87,521 ",17%,United States,Austin,1
E02680,Dominic Cheng,Analyst II,Marketing,Research & Development,Male,Caucasian,49,3/29/1999,"$179,166 ",0%,United States,Miami,1
E02681,Serenity Rodriguez,Solutions Architect,Engineering,Research & Development,Male,Latino,64,6/19/2015,"$120,092 ",27%,Brazil,Seattle,1
E02682,Caleb Thompson,Director,Engineering,Corporate,Female,Asian,36,4/10/1995,"$168,142 ",15%,China,Manaus,1
E02683,Luke Avila,Controls Engineer,Finance,Corporate,Male,Asian,55,12/17/2012,"$195,662 ",0%,China,Chongqing,1
E02684,Sadie Chin,Director,IT,Corporate,Female,Latino,53,8/21/2020,"$49,986 ",38%,United States,Beijing,1
E02685,Everett Le,Director,Accounting,Manufacturing,Male,Caucasian,54,7/26/2000,"$181,587 ",35%,United States,Columbus,1
E02686,Carson Santos,Systems Analyst,Human Resources,Corporate,Male,Latino,41,1/7/2014,"$199,736 ",34%,Brazil,Miami,1
E02687,Natalie Ho,Vice President,Accounting,Specialty Products,Female,Asian,27,2/15/2022,"$250,639 ",0%,United States,Manaus,1
E02688,Natalia Hall,Vice President,Sales,Corporate,Male,Asian,51,11/22/2020,"$80,655 ",0%,China,Austin,1
E02689,Zoey Ahmed,Vice President,Finance,Corporate,Male,Latino,45,11/8/2018,"$64,327 ",0%,Brazil,Shanghai,1
E02690,Santiago f Turner,Sr. Account Representative,Accounting,Research & Development,Female,Asian,34,4/25/2012,"$72,005 ",0%,China,Sao Paulo,1
E02691,Jacob Alexander,Analyst II,Engineering,Research & Development,Female,Caucasian,33,2/24/2003,"$62,497 ",0%,United States,Chongqing,1
E02692,Christopher Aguilar,Analyst II,Sales,Specialty Products,Female,Asian,37,3/19/2001,"$74,912 ",0%,United States,Austin,1
E02693,Vivian Jackson,Quality Engineer,Human Resources,Research & Development,Male,Caucasian,56,5/14/2021,"$50,393 ",0%,United States,Seattle,1
E02694,Leonardo Jenkins,Sr. Account Representative,IT,Specialty Products,Male,Caucasian,46,2/23/1999,"$79,670 ",13%,United States,Phoenix,1
E02695,Oliver Hunter,Business Partner,Accounting,Manufacturing,Male,Latino,45,4/9/2018,"$148,942 ",0%,United States,Miami,1
